source,target
caadria2022_505,Projection Mapping
caadria2022_505,Responsible Consumption and Production
caadria2022_507,SDG 9
caadria2022_507,Design Agency
caadria2022_507,Domain Transfer
caadria2022_507,Generative Adversarial Networks
caadria2022_507,Neural Language Model
caadria2022_507,Semantic Encoding
caadria2022_508,SDG 11
caadria2022_508,Artificial Intelligence
caadria2022_508,Automating Building Performance Simulation
caadria2022_508,Deep Learning
caadria2022_508,Generative Design Systems
caadria2022_508,Surrogate Modeling
caadria2022_519,SDG 9
caadria2022_519,Architectural Robotic
caadria2022_519,Cloud Computing
caadria2022_519,Gesture Based Programming
caadria2022_519,Human Computer Interaction
caadria2022_522,SDG 3
caadria2022_522,SDG 11
caadria2022_522,Generative Urban Design
caadria2022_522,Urbano
caadria2022_522,Walkability
caadria2022_523,SDG 11
caadria2022_523,Architectural Heritage
caadria2022_523,Designers’ Simulation Toolkit
caadria2022_523,Energy Consumption
caadria2022_523,Huizhou
caadria2022_523,Xidi Village
caadria2022_525,SDG 9
caadria2022_525,Design Process
caadria2022_525,Spatial Design Experience
caadria2022_525,User Study
caadria2022_525,Virtual Reality
caadria2022_54,SDG 3
caadria2022_54,SDG 7
caadria2022_54,SDG 11
caadria2022_54,SDG 12
caadria2022_54,Building Information Modeling
caadria2022_54,Multi-Objective Optimization
caadria2022_54,Sustainable Performance
caadria2022_54,Transparent Envelope
caadria2022_55,SDG 12
caadria2022_55,Digital Fabrication
caadria2022_55,Rapid Prototyping
caadria2022_55,Robotic Fabrication
caadria2022_55,Sustainable Manufacturing
caadria2022_57,SDG 12
caadria2022_57,SDG 13
caadria2022_57,Bio-Inspired Solution
caadria2022_57,Design Optimization
caadria2022_57,Design Simulation
caadria2022_57,Finite Element Analysis Method
caadria2022_57,Low Carbon Solution
caadria2022_59,SDG 11
caadria2022_59,SDG 13
caadria2022_59,Building Energy Simulation
caadria2022_59,Monte Carlo Simulation
caadria2022_59,Sensitivity Analysis
caadria2022_59,Uncertainty Analysis
caadria2022_60,SDG 9
caadria2022_60,SDG 11
caadria2022_60,Affordable Tools
caadria2022_60,Participatory Design
caadria2022_60,Remote Collaboration
caadria2022_60,Virtual Reality
caadria2022_68,SDG 11
caadria2022_68,SDG 13
caadria2022_68,Convolutional Neural Network
caadria2022_68,Resilient Communities
caadria2022_68,Sustainable Cities
caadria2022_68,Sustainable Communities
caadria2022_68,Urban Morphology
caadria2022_69,SDG 9
caadria2022_69,SDG 11
caadria2022_69,Collaborative Design
caadria2022_69,Interdisciplinary Computational Design
caadria2022_69,Robotic Assembly
caadria2022_69,Structural Performance Assessment
caadria2022_69,Timber Joints
caadria2022_69,Timber Plate Structures
caadria2022_72,SDG 9
caadria2022_72,SDG 12
caadria2022_72,Automation
caadria2022_72,Computational Design
caadria2022_72,Construction
caadria2022_72,Discrete Element Assemblies
caadria2022_72,Masonry
caadria2022_72,Reuse
caadria2022_74,SDG 11
caadria2022_74,3D Scanning
caadria2022_74,Cultural Heritage
caadria2022_74,Digital Heritage
caadria2022_74,Digital Model
caadria2022_74,Distributed Museum
caadria2022_74,Intangible Heritage
caadria2022_74,Photogrammetry
caadria2022_74,Portable Museum
caadria2022_74,Web Platform
caadria2022_76,SDG 9
caadria2022_76,SDG 11
caadria2022_76,Building Information Modeling
caadria2022_76,Design Documentation
caadria2022_76,Design Episodes
caadria2022_76,Design Rationale
caadria2022_76,Explanation Tags
caadria2022_77,SDG 3
caadria2022_77,SDG 13
caadria2022_77,Energyplus Modeling
caadria2022_77,Overheating Risk
caadria2022_77,Parametric Data Visualisation
caadria2022_77,Passive House
caadria2022_77,PHPP Modeling
caadria2022_77,Social Housing
caadria2022_80,SDG 9
caadria2022_80,Building Information Modeling
caadria2022_80,Construction Assemblage
caadria2022_80,Construction Material
caadria2022_80,Game Design
caadria2022_80,Training
caadria2022_80,Unity
caadria2022_80,Virtual Construction
caadria2022_80,Virtual Reality
caadria2022_82,SDG 11
caadria2022_82,Auxiliary Structures
caadria2022_82,Bushfire
caadria2022_82,Game Engine
caadria2022_82,Visualization Modeling
caadria2022_85,SDG 3
caadria2022_85,SDG 10
caadria2022_85,SDG 14
caadria2022_85,3D Printing
caadria2022_85,Blind
caadria2022_85,Photogrammetry
caadria2022_85,Touch Access
caadria2022_85,Universal Design
caadria2022_90,SDG 4
caadria2022_90,SDG 9
caadria2022_90,Architectural Pedagogy
caadria2022_90,Conditional Generative Adversarial Nets
caadria2022_90,Deep Learning
caadria2022_90,Floor Plan
caadria2022_90,Space Planning
caadria2022_93,SDG 16
caadria2022_93,Land Use
caadria2022_93,POI
caadria2022_93,Predictive Power
caadria2022_93,Theft Crime
caadria2022_93,Urban Functions
